Target,PE_Firm,Entry_Transaction_ID,Entry_Date,Exit_Transaction_ID,Exit_Date,reprisk_id,Company,sectors,no_reported_risk_exposure
"Scandia Plastics, Inc.","Graham Partners Investments III, L.P.",SPTRD494940,2012-09-28,,,1106318,"Scandia Plastics, Inc.",Mining,True
"Scandia Plastics, Inc.","Scandia Plastics, Inc.",,,SPTRD494940,2012-09-28,1106318,"Scandia Plastics, Inc.",Mining,True
"School Specialty, Inc.","Thomas H. Lee Partners, L.P.",SPTRD418128,,,,12597,"School Specialty, Inc.",Personal and Household Goods,True
"School Specialty, Inc.","Bain Capital Private Equity, LP",SPTRD418128,,,,12597,"School Specialty, Inc.",Personal and Household Goods,True
"School Specialty, Inc.","Bain Capital Fund VIII, L.P.",SPTRD418128,,,,12597,"School Specialty, Inc.",Personal and Household Goods,True
"School Specialty, Inc.","School Specialty, LLC (OTCEM:SCOO)",,,SPTRD418128,,12597,"School Specialty, Inc.",Personal and Household Goods,True
"Schuff International, Inc.","D.E. Shaw Laminar Portfolios, LLC",SPTRD576239,,,,17481,"Schuff International, Inc.",Construction and Materials | Industrial Metals,False
"Schuff International, Inc.","Plainfield Asset Management, LLC",SPTRD576239,,,,17481,"Schuff International, Inc.",Construction and Materials | Industrial Metals,False
"Schuff International, Inc.",DBM Global Inc. (OTCEM:DBMG),,,SPTRD576239,,17481,"Schuff International, Inc.",Construction and Materials | Industrial Metals,False
"Scivantage, Inc.",Refinitiv US Holdings Inc.,SPTRD1712050,2020-03-02,,,193081,"Scivantage, Inc.",Software and Computer Services,True
"Scivantage, Inc.","Edison Partners Management, LLC",,,SPTRD1712050,2020-03-02,193081,"Scivantage, Inc.",Software and Computer Services,True
"Scivantage, Inc.","ORIX Growth Capital, LLC",,,SPTRD1712050,2020-03-02,193081,"Scivantage, Inc.",Software and Computer Services,True
SEACOR Holdings Inc.,"American Industrial Partners Capital Fund VII, L.P.",SPTRD1788753,2021-04-14,,,7390,SEACOR Holdings Inc.,Industrial Transportation | Oil and Gas | Financial Services,True
SEACOR Holdings Inc.,"AIP, LLC",SPTRD1788753,2021-04-14,,,7390,SEACOR Holdings Inc.,Industrial Transportation | Oil and Gas | Financial Services,True
SEACOR Holdings Inc.,SEACOR Holdings Inc. (:CKH),,,SPTRD1788753,2021-04-14,7390,SEACOR Holdings Inc.,Industrial Transportation | Oil and Gas | Financial Services,True
SeaCube Container Leasing Ltd.,2357575 Ontario Limited,SPTRD169051,2013-04-24,,,85528,SeaCube Container Leasing Ltd.,Industrial Transportation,True
SeaCube Container Leasing Ltd.,Fortress Investment Group LLC (:FIG),,,SPTRD169051,2013-04-24,85528,SeaCube Container Leasing Ltd.,Industrial Transportation,True
Seadrift Coke L.P.,GrafTech International Ltd. (NYSE:EAF),SPTRD1028838,2008-06-30,,,1098313,Seadrift Coke L.P.,Oil and Gas | Mining,False
Seadrift Coke L.P.,"Falcon Mezzanine Partners, L.P.",SPTRD693807,2005-04-30,SPTRD1028838,2008-06-30,1098313,Seadrift Coke L.P.,Oil and Gas | Mining,False
Seadrift Coke L.P.,"Falcon Investment Advisors, LLC",SPTRD693807,2005-04-30,SPTRD1028838,2008-06-30,1098313,Seadrift Coke L.P.,Oil and Gas | Mining,False
Seadrift Coke L.P.,Unocal Corporation (:UCL),,,SPTRD693807,2005-04-30,1098313,Seadrift Coke L.P.,Oil and Gas | Mining,False
Seaside National Bank & Trust,Lovell Minnick Partners LLC,,,SPTRD2076007,2020-07-31,2096207,Seaside National Bank & Trust,Banks,True
Seaside National Bank & Trust,"Lovell Minnick Equity Partners II, L.P.",,,SPTRD2076007,2020-07-31,2096207,Seaside National Bank & Trust,Banks,True
"SeatMe, Inc",Yelp Inc. (NYSE:YELP),SPTRD188274,2013-07-24,,,1191563,"SeatMe, Inc",Software and Computer Services,True
"SeatMe, Inc","SeatMe, Inc.",,,SPTRD188274,2013-07-24,1191563,"SeatMe, Inc",Software and Computer Services,True
"Security American Financial Enterprises, Inc.","Northstar Capital, LLC",SPTRD164407,2007-04-20,,,1285259,"Security American Financial Enterprises, Inc.",Financial Services,True
"Security American Financial Enterprises, Inc.",Columbia Partners Private Capital,SPTRD164407,2007-04-20,,,1285259,"Security American Financial Enterprises, Inc.",Financial Services,True
"Security American Financial Enterprises, Inc.","Security American Financial Enterprises, Inc.",,,SPTRD164407,2007-04-20,1285259,"Security American Financial Enterprises, Inc.",Financial Services,True
Security Business Bancorp,SKBHC Holdings LLC,SPTRD162840,2012-07-02,,,56169,Security Business Bancorp,Banks,True
Security Business Bancorp,Security Business Bancorp (:SBBC),,,SPTRD162840,2012-07-02,56169,Security Business Bancorp,Banks,True
Security First Bank,Bank of Orange County (:BORG),SPTRD1386229,1999-12-14,,,86335,Security First Bank,Banks,True
Security First Bank,"California Financial Institutions Fund I, L.P.",SPTRD1401596,1997-11-18,,,86335,Security First Bank,Banks,True
Security First Bank,"Belvedere Capital Partners, LLC",SPTRD1401596,1997-11-18,SPTRD1386229,1999-12-14,86335,Security First Bank,Banks,True
Security First Bank,Security First Bank,,,SPTRD1401596,1997-11-18,86335,Security First Bank,Banks,True
Security First Bank,California Financial Bancorp,,,SPTRD1386229,1999-12-14,86335,Security First Bank,Banks,True
"Seitel, Inc.","Centerbridge Capital Partners SBS II, L.P.",SPTRD1463113,2018-07-17,,,104079,"Seitel, Inc.",Oil and Gas,False
"Seitel, Inc.","Centerbridge Capital Partners II, L.P.",SPTRD1463113,2018-07-17,,,104079,"Seitel, Inc.",Oil and Gas,False
"Seitel, Inc.","Centerbridge Partners, L.P.",SPTRD1463113,2018-07-17,,,104079,"Seitel, Inc.",Oil and Gas,False
"Seitel, Inc.","ValueAct Capital Management, L.P.",SPTRD404224,2007-02-14,SPTRD1463113,2018-07-17,104079,"Seitel, Inc.",Oil and Gas,False
"Seitel, Inc.","ValueAct Capital Master Fund, L.P.",SPTRD404224,2007-02-14,SPTRD1463113,2018-07-17,104079,"Seitel, Inc.",Oil and Gas,False
"Seitel, Inc.","Ranch Capital, LLC",,,SPTRD404224,2007-02-14,104079,"Seitel, Inc.",Oil and Gas,False
"SEMCO Energy, Inc.",Cap Rock Energy Corporation (:RKE),SPTRD130793,2007-11-09,,,90544,"SEMCO Energy, Inc.",Utilities,False
"SEMCO Energy, Inc.","SEMCO Energy, Inc. (:SEN)",,,SPTRD130793,2007-11-09,90544,"SEMCO Energy, Inc.",Utilities,False
"Sendori, Inc.","CoBe Capital, LLC",SPTRD160661,2011-11-10,,,1373409,"Sendori, Inc.",Software and Computer Services,True
"Sendori, Inc.","Match Group, Inc. (NASDAQGS:MTCH)",,,SPTRD160661,2011-11-10,1373409,"Sendori, Inc.",Software and Computer Services,True
"Sentio Healthcare Properties, Inc.","Kayne Anderson Real Estate Advisors, Investment Arm",SPTRD222671,2017-08-31,,,174564,"Sentio Healthcare Properties, Inc.",Financial Services,True
"Sentio Healthcare Properties, Inc.","Sentio Healthcare Properties, Inc. (:SNTH)",,,SPTRD222671,2017-08-31,174564,"Sentio Healthcare Properties, Inc.",Financial Services,True
"Sephora USA, Inc.",Apax Partners LLP,SPTRD552622,1991-06-30,SPTRD552623,1998-02-28,22939,"Sephora USA, Inc.",Retail,False
"Sephora USA, Inc.",Astorg Asset Management S A.R.L.,SPTRD552622,1991-06-30,SPTRD552623,1998-02-28,22939,"Sephora USA, Inc.",Retail,False
"Sephora USA, Inc.","Astorg I, FCPR",SPTRD552622,1991-06-30,SPTRD552623,1998-02-28,22939,"Sephora USA, Inc.",Retail,False
"Sephora USA, Inc.","LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",SPTRD552623,1998-02-28,,,22939,"Sephora USA, Inc.",Retail,False
"Sephora USA, Inc.","Sephora USA, Inc.",,,SPTRD552622,1991-06-30,22939,"Sephora USA, Inc.",Retail,False
"Serious Business, Inc.",Zynga Inc. (:ZNGA),SPTRD150829,2010-02-11,,,2524475,"Serious Business, Inc.",Software and Computer Services,True
"Serious Business, Inc.","Serious Business, Inc.",,,SPTRD150829,2010-02-11,2524475,"Serious Business, Inc.",Software and Computer Services,True
"Service Repair Solutions, Inc.","Claims Services Group, LLC",SPTRD457366,2013-11-13,,,167635,"Service Repair Solutions, Inc.",Support Services (Industrial Goods and Services),True
"Service Repair Solutions, Inc.","Welsh, Carson, Anderson & Stowe, L.P.",SPTRD465077,2013-07-09,SPTRD457366,2013-11-13,167635,"Service Repair Solutions, Inc.",Support Services (Industrial Goods and Services),True
"Service Repair Solutions, Inc.",Warburg Pincus LLC,,,SPTRD465077,2013-07-09,167635,"Service Repair Solutions, Inc.",Support Services (Industrial Goods and Services),True
"Servigistics, Inc.",PTC Inc. (NASDAQGS:PTC),SPTRD503489,2012-10-02,,,1200013,"Servigistics, Inc.",Software and Computer Services,True
"Servigistics, Inc.","Marlin Equity Partners, LLC",SPTRD644903,2009-07-07,SPTRD503489,2012-10-02,1200013,"Servigistics, Inc.",Software and Computer Services,True
"Servigistics, Inc.","SSM Management Company, LLC",,,SPTRD644903,2009-07-07,1200013,"Servigistics, Inc.",Software and Computer Services,True
"Servigistics, Inc.","Bain Capital Ventures,LP",,,SPTRD644903,2009-07-07,1200013,"Servigistics, Inc.",Software and Computer Services,True
"Servigistics, Inc.",North Atlantic Capital,,,SPTRD644903,2009-07-07,1200013,"Servigistics, Inc.",Software and Computer Services,True
"Seven Worldwide, Inc.","Schawk, Inc. (:SGK)",SPTRD434139,2005-01-31,,,1067603,"Seven Worldwide, Inc.",Telecommunications,True
"Seven Worldwide, Inc.",Silver Point Capital Fund LP,,,SPTRD434139,2005-01-31,1067603,"Seven Worldwide, Inc.",Telecommunications,True
"Seven Worldwide, Inc.","Kohlberg & Company, L.L.C.",,,SPTRD434139,2005-01-31,1067603,"Seven Worldwide, Inc.",Telecommunications,True
"Seven Worldwide, Inc.","Silver Point Capital, L.P.",,,SPTRD434139,2005-01-31,1067603,"Seven Worldwide, Inc.",Telecommunications,True
"Seven Worldwide, Inc.","Kohlberg Investors IV, L.P.",,,SPTRD434139,2005-01-31,1067603,"Seven Worldwide, Inc.",Telecommunications,True
"Shadow NetWorks, Inc.","Acalvio Technologies, Inc.",SPTRD286960,2016-02-29,,,1372609,"Shadow NetWorks, Inc.",Software and Computer Services,True
"Shadow NetWorks, Inc.","CrossLink Capital, Inc.",,,SPTRD286960,2016-02-29,1372609,"Shadow NetWorks, Inc.",Software and Computer Services,True
"Shadow NetWorks, Inc.","Paladin Capital Management, LLC",,,SPTRD286960,2016-02-29,1372609,"Shadow NetWorks, Inc.",Software and Computer Services,True
"Shadow NetWorks, Inc.","Rho Capital Partners, Inc.",,,SPTRD286960,2016-02-29,1372609,"Shadow NetWorks, Inc.",Software and Computer Services,True
"Shadow NetWorks, Inc.",Yaletown Venture Partners Inc.,,,SPTRD286960,2016-02-29,1372609,"Shadow NetWorks, Inc.",Software and Computer Services,True
Sharegrove Inc.,"Meta Platforms, Inc. (NASDAQGS:META)",SPTRD154850,2010-05-26,,,1426169,Sharegrove Inc.,Software and Computer Services,True
Sharegrove Inc.,Sharegrove Inc.,,,SPTRD154850,2010-05-26,1426169,Sharegrove Inc.,Software and Computer Services,True
"SharesPost, Inc.","Forge Global Holdings, Inc. (NYSE:FRGE)",SPTRD1749812,2020-11-09,,,74983,"SharesPost, Inc.",Financial Services,False
"SharesPost, Inc.","Forge Financial Holdings, Inc.",,,SPTRD1749812,2020-11-09,74983,"SharesPost, Inc.",Financial Services,False
"ShockWatch, Inc.","Harbour Group Industries, Inc.",SPTRD1654703,2019-11-25,,,1462244,"ShockWatch, Inc.",Software and Computer Services,True
"ShockWatch, Inc.",Capital Southwest Corporation (NASDAQGS:CSWC),,,SPTRD1654703,2019-11-25,1462244,"ShockWatch, Inc.",Software and Computer Services,True
"Shoebuy.com, Inc.","CriticalPoint Capital, LLC",SPTRD1771683,2020-10-13,,,103067,"Shoebuy.com, Inc.",Retail,False
"Shoebuy.com, Inc.",Walmart Inc. (NYSE:WMT),,,SPTRD1771683,2020-10-13,103067,"Shoebuy.com, Inc.",Retail,False
"ShoreMaster, LLC",Invision Capital,SPTRD346985,2017-06-08,,,1463884,"ShoreMaster, LLC",Automobiles and Parts,True
"ShoreMaster, LLC",High Street Capital,,,SPTRD346985,2017-06-08,1463884,"ShoreMaster, LLC",Automobiles and Parts,True
"Shoutlet, Inc.","Spredfast, Inc.",SPTRD300326,2015-08-19,,,1416449,"Shoutlet, Inc.",Software and Computer Services,True
"Shoutlet, Inc.","FTV Management Company, L.P.",,,SPTRD300326,2015-08-19,1416449,"Shoutlet, Inc.",Software and Computer Services,True
"ShowPlex Cinemas, Inc.","Starplex Cinemas, Inc.",SPTRD168623,2012-12-28,,,1215093,"ShowPlex Cinemas, Inc.",Personal and Household Goods,True
"ShowPlex Cinemas, Inc.","ShowPlex Cinemas, Inc.",,,SPTRD168623,2012-12-28,1215093,"ShowPlex Cinemas, Inc.",Personal and Household Goods,True
"SideTour, Inc.","Groupon, Inc. (NASDAQGS:GRPN)",SPTRD189804,2013-09-17,,,1430439,"SideTour, Inc.",Software and Computer Services,True
"SideTour, Inc.",SideTour Inc.,,,SPTRD189804,2013-09-17,1430439,"SideTour, Inc.",Software and Computer Services,True
"Silverleaf Resorts, Inc.",SL Resort Holdings Inc.,SPTRD156563,2011-05-16,,,48722,"Silverleaf Resorts, Inc.",Travel and Leisure,False
"Silverleaf Resorts, Inc.",Holiday Inn Club Vacations Incorporated,SPTRD373085,2015-05-18,,,48722,"Silverleaf Resorts, Inc.",Travel and Leisure,False
"Silverleaf Resorts, Inc.","Silverleaf Resorts, Inc. (:SVL)",,,SPTRD156563,2011-05-16,48722,"Silverleaf Resorts, Inc.",Travel and Leisure,False
"Silverleaf Resorts, Inc.","Cerberus Capital Management, L.P.",,,SPTRD373085,2015-05-18,48722,"Silverleaf Resorts, Inc.",Travel and Leisure,False
"SinglePipe Communications, Inc.","Integrated BroadBand Services, LLC",SPTRD625695,2010-08-10,,,1049473,"SinglePipe Communications, Inc.",Telecommunications,True
"SinglePipe Communications, Inc.",Kentucky Enterprise Fund,,,SPTRD625695,2010-08-10,1049473,"SinglePipe Communications, Inc.",Telecommunications,True
"SinglePipe Communications, Inc.",The Innovation Group,,,SPTRD625695,2010-08-10,1049473,"SinglePipe Communications, Inc.",Telecommunications,True
"SinglePipe Communications, Inc.",Chrysalis Ventures,,,SPTRD625695,2010-08-10,1049473,"SinglePipe Communications, Inc.",Telecommunications,True
"SinglePipe Communications, Inc.","Meritus Ventures, L.P.",,,SPTRD625695,2010-08-10,1049473,"SinglePipe Communications, Inc.",Telecommunications,True
Sirius XM Holdings Inc.,Liberty Media Corporation,SPTRD314396,,,,152475,Sirius XM Holdings Inc.,Media | Financial Services,False
Sirius XM Holdings Inc.,QVC Group Inc. (NASDAQCM:QVCG.A),,,SPTRD314396,,152475,Sirius XM Holdings Inc.,Media | Financial Services,False
Sirius XM Holdings Inc.,"Apollo Global Management, Inc. (NYSE:APO)",,,SPTRD314396,,152475,Sirius XM Holdings Inc.,Media | Financial Services,False
Sirius XM Holdings Inc.,"Starz, LLC",,,SPTRD314396,,152475,Sirius XM Holdings Inc.,Media | Financial Services,False
Sirius XM Holdings Inc.,"Apollo Investment Fund IV, L.P.",,,SPTRD314396,,152475,Sirius XM Holdings Inc.,Media | Financial Services,False
Sirius XM Radio Inc.,"Liberty Radio, LLC",SPTRD144443,2009-03-06,,,185003,Sirius XM Radio Inc.,Media,False
Sirius XM Radio Inc.,Sirius XM Holdings Inc. (NASDAQGS:SIRI),,,SPTRD144443,2009-03-06,185003,Sirius XM Radio Inc.,Media,False
Sirius XM Radio Inc.,Liberty Media Corporation,,,SPTRD870809,2012-05-07,185003,Sirius XM Radio Inc.,Media,False
"SIRVA, Inc.","Madison Dearborn Partners, LLC",SPTRD1440520,2018-08-31,,,89459,"SIRVA, Inc.",Support Services (Industrial Goods and Services),False
"SIRVA, Inc.",Equity Group Investments,,,SPTRD1440520,2018-08-31,89459,"SIRVA, Inc.",Support Services (Industrial Goods and Services),False
"SIRVA, Inc.",Aurora Resurgence Management Partners LLC,,,SPTRD1440520,2018-08-31,89459,"SIRVA, Inc.",Support Services (Industrial Goods and Services),False
Sizmek Inc.,"Vector Capital Management, L.P.",SPTRD214979,2016-09-27,,,148236,Sizmek Inc.,Media,True
Sizmek Inc.,Sizmek Inc. (:SZMK),,,SPTRD214979,2016-09-27,148236,Sizmek Inc.,Media,True
"Skylight Financial, Inc.","NetSpend Holdings, Inc. (:NTSP)",SPTRD140446,2008-07-01,,,1264364,"Skylight Financial, Inc.",Financial Services,True
"Skylight Financial, Inc.","JLL Partners, LLC",SPTRD164035,2007-07-06,,,1264364,"Skylight Financial, Inc.",Financial Services,True
"Skylight Financial, Inc.",GTCR LLC,,,SPTRD164035,2007-07-06,1264364,"Skylight Financial, Inc.",Financial Services,True
"Skylight Financial, Inc.",The Walnut Group,,,SPTRD164035,2007-07-06,1264364,"Skylight Financial, Inc.",Financial Services,True
"Skylight Financial, Inc.","JLL Partners Fund FCH, L.P.",,,SPTRD140446,2008-07-01,1264364,"Skylight Financial, Inc.",Financial Services,True
"SkyMall, Inc.","Direct Brands, Inc.",SPTRD163002,2012-04-04,,,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyMall, Inc.","Greenspun Media Group, LLC",SPTRD171050,2005-12-01,,,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyMall, Inc.",ZelnickMedia Corporation,SPTRD171050,2005-12-01,,,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyMall, Inc.","Spire Capital Partners, LLC",SPTRD171050,2005-12-01,SPTRD163002,2012-04-04,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyMall, Inc.","Rovi Guides, Inc. (:GMST)",,,SPTRD171050,2005-12-01,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyMall, Inc.","The Greenspun Corporation, Inc.",,,SPTRD163002,2012-04-04,1061628,"SkyMall, Inc.",Telecommunications,True
"SkyTerra Communications, Inc.","Harbinger Capital, L.P.",SPTRD141794,2008-02-06,,,34559,"SkyTerra Communications, Inc.",Technology Hardware and Equipment,True
"SkyTerra Communications, Inc.","Harbinger Capital Partners Master Fund I, Ltd.",SPTRD148015,2010-03-29,,,34559,"SkyTerra Communications, Inc.",Technology Hardware and Equipment,True
"SkyTerra Communications, Inc.",TerreStar Corporation (:TSTR.Q),SPTRD440242,2005-02-09,SPTRD141766,2008-09-16,34559,"SkyTerra Communications, Inc.",Technology Hardware and Equipment,True
"SkyTerra Communications, Inc.",Telcom Ventures LLC,,,SPTRD440242,2005-02-09,34559,"SkyTerra Communications, Inc.",Technology Hardware and Equipment,True
"SkyTerra Communications, Inc.",Ligado Networks LLC (:SKYT),,,SPTRD148015,2010-03-29,34559,"SkyTerra Communications, Inc.",Technology Hardware and Equipment,True
"SlideShare, Inc.","Scribd, Inc.",SPTRD1760291,2020-08-11,,,1428729,"SlideShare, Inc.",Software and Computer Services,True
"SlideShare, Inc.",Microsoft Corporation (NASDAQGS:MSFT),,,SPTRD1760291,2020-08-11,1428729,"SlideShare, Inc.",Software and Computer Services,True
Smarsh Inc.,"K1 Investment Management, LLC",SPTRD1440869,2016-12-31,SPTRD495218,2011-10-31,206033,Smarsh Inc.,Software and Computer Services,True
Smarsh Inc.,Toba Capital,SPTRD454495,2013-08-31,SPTRD1440869,2016-12-31,206033,Smarsh Inc.,Software and Computer Services,True
Smarsh Inc.,Quest Software Inc. (:QSFT),SPTRD495218,2011-10-31,,,206033,Smarsh Inc.,Software and Computer Services,True
Smarsh Inc.,Dell Inc.,,,SPTRD454495,2013-08-31,206033,Smarsh Inc.,Software and Computer Services,True
"SmartBargains, Inc.","Rue Gilt Groupe, Inc.",SPTRD712665,2008-01-10,,,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.",Interactive Capital Partners LLC,,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","General Catalyst Group Fund I, L.P.",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","New England Development, Inc.",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","Maveron Equity Partners II, L.P.",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.",Maveron LLC,,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","Gordon Brothers Group, LLC",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","General Catalyst Group Management, LLC",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.",WarnerMedia Investments,,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.",Highland Capital Partners LLC,,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.",Berkshire Partners LLC,,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SmartBargains, Inc.","Highland Capital Partners V, L.P.",,,SPTRD712665,2008-01-10,1187723,"SmartBargains, Inc.",Personal and Household Goods,True
"SnapNames.com, Inc.","Web.com Group, Inc. (:WEB)",SPTRD192826,2014-02-28,,,1429444,"SnapNames.com, Inc.",Software and Computer Services,True
"SnapNames.com, Inc.",KeyDrive S.A.,,,SPTRD192826,2014-02-28,1429444,"SnapNames.com, Inc.",Software and Computer Services,True
"SnapOne, Inc.","Synchronoss Technologies, Inc. (NASDAQCM:SNCR)",SPTRD298512,2015-09-30,,,1179243,"SnapOne, Inc.",Software and Computer Services,True
"SnapOne, Inc.","Edison Partners Management, LLC",,,SPTRD298512,2015-09-30,1179243,"SnapOne, Inc.",Software and Computer Services,True
"SnapOne, Inc.",Sycamore Management Corporation,,,SPTRD298512,2015-09-30,1179243,"SnapOne, Inc.",Software and Computer Services,True
"Soil Safe, Inc.","Halifax Capital Partners, L.P.",SPTRD1072666,2003-06-06,,,117839,"Soil Safe, Inc.",Support Services (Industrial Goods and Services),False
"Soil Safe, Inc.",The Halifax Group,SPTRD1072666,2003-06-06,,,117839,"Soil Safe, Inc.",Support Services (Industrial Goods and Services),False
"Soil Safe, Inc.","Soil Safe, Inc.",,,SPTRD1072666,2003-06-06,117839,"Soil Safe, Inc.",Support Services (Industrial Goods and Services),False
"SolArc, Inc.","OpenLink Financial, LLC",SPTRD161285,2011-12-01,,,1181653,"SolArc, Inc.",Support Services (Industrial Goods and Services),True
"SolArc, Inc.","SolArc, Inc.",,,SPTRD161285,2011-12-01,1181653,"SolArc, Inc.",Support Services (Industrial Goods and Services),True
"Solera Holdings, Inc.",Summertime Holding Corporation,SPTRD205471,2016-03-03,,,8470,"Solera Holdings, Inc.",Software and Computer Services | Financial Services,False
"Solera Holdings, Inc.","Solera Holdings, LLC (:SLH)",,,SPTRD205471,2016-03-03,8470,"Solera Holdings, Inc.",Software and Computer Services | Financial Services,False
"Somera Communications, Inc.","Telmar Network Technology, Inc.",SPTRD404890,2006-09-05,,,1044613,"Somera Communications, Inc.",Telecommunications,True
"Somera Communications, Inc.","Summit Ventures V, L.P.",,,SPTRD404890,2006-09-05,1044613,"Somera Communications, Inc.",Telecommunications,True
"Somera Communications, Inc.","Summit Partners, L.P.",,,SPTRD404890,2006-09-05,1044613,"Somera Communications, Inc.",Telecommunications,True
"Somo Enterprises, Inc.","Meta Platforms, Inc. (NASDAQGS:META)",SPTRD160215,2011-10-10,,,1421754,"Somo Enterprises, Inc.",Software and Computer Services,True
"Somo Enterprises, Inc.","Somo Enterprises, Inc.",,,SPTRD160215,2011-10-10,1421754,"Somo Enterprises, Inc.",Software and Computer Services,True
Sonneborn LLC,"Sun Capital Partners, Inc.",SPTRD513034,2005-06-24,,,176013,Sonneborn LLC,Chemicals,False
Sonneborn LLC,LANXESS Solutions US Inc. (:CHMT),,,SPTRD513034,2005-06-24,176013,Sonneborn LLC,Chemicals,False
"Sonneborn, Inc.","OEP Capital Advisors, L.P.",SPTRD162921,2012-03-30,,,2170618,"Sonneborn, Inc.",Chemicals,True
"Sonneborn, Inc.","Sun Capital Partners, Inc.",,,SPTRD162921,2012-03-30,2170618,"Sonneborn, Inc.",Chemicals,True
"SoundBite Communications, Inc.","Genesys Cloud Services, Inc. (:GCTI)",SPTRD414251,2013-07-01,,,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.",Wellington Trust Company National Association,,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.",Commonwealth Venture Management Corp.,,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.","North Bridge Venture Partners IV, L.P.",,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.",Lighthouse Capital Partners,,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.",North Bridge Venture Partners,,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.","Commonwealth Capital Ventures III, L.P.",,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"SoundBite Communications, Inc.","Emancipation Capital, LLC",,,SPTRD414251,2013-07-01,42982,"SoundBite Communications, Inc.",Software and Computer Services,True
"Soundview Technology Group, Inc.","General Atlantic Service Company, L.P.",SPTRD883864,2001-12-04,,,1277509,"Soundview Technology Group, Inc.",Financial Services,True
"Soundview Technology Group, Inc.","Goldman Sachs Asset Management, L.P.",,,SPTRD883864,2001-12-04,1277509,"Soundview Technology Group, Inc.",Financial Services,True
"SourceMedia, Inc.",Observer Capital,SPTRD196140,2014-08-07,,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.","The Wicks Group of Companies, L.L.C.",SPTRD868127,,,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.",General Electric Capital Corporation,SPTRD870813,2011-01-01,,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.",BMO Capital Markets Corp.,SPTRD870813,2011-01-01,,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.",Citigroup Inc. (NYSE:C),SPTRD870813,2011-01-01,,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.",Investcorp Holdings B.S.C. (:INVCORP),,,SPTRD196140,2014-08-07,1060248,"SourceMedia, Inc.",Telecommunications,True
"SourceMedia, Inc.",SourceMedia LLC,,,SPTRD868127,,1060248,"SourceMedia, Inc.",Telecommunications,True
"SouthCrest Financial Group, Inc.","Colony Bankcorp, Inc. (NYSE:CBAN)",SPTRD1876123,2021-08-01,,,44330,"SouthCrest Financial Group, Inc.",Banks,True
"SouthCrest Financial Group, Inc.",Castle Creek Advisors VIII LLC,,,SPTRD1876123,2021-08-01,44330,"SouthCrest Financial Group, Inc.",Banks,True
Southern Star Central Corp.,"Morgan Stanley Infrastructure Partners, L.P.",SPTRD150810,2010-03-09,,,101890,Southern Star Central Corp.,Oil and Gas,True
Southern Star Central Corp.,GE Energy Financial Services,SPTRD201795,2015-06-15,SPTRD166253,2012-09-24,101890,Southern Star Central Corp.,Oil and Gas,True
