,Company,Target ID,Target,Year,PE_Firm,PE-backed,reprisk_id,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,headquarter_country_code,sectors
11990,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2013,[],0,4510,21,-1,28,2013-08-29,A,22,43%,57%,0%,US,Aerospace and Defense
11991,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2014,[],0,4510,13,-2,28,2013-08-29,A,22,60%,40%,0%,US,Aerospace and Defense
11992,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2015,[],0,4510,21,-1,23,2014-05-14,AA,21,100%,0%,0%,US,Aerospace and Defense
11993,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2016,[],0,4510,19,2,26,2016-02-17,AA,20,60%,20%,20%,US,Aerospace and Defense
11994,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2017,[],0,4510,10,-1,26,2016-02-17,AA,20,43%,29%,28%,US,Aerospace and Defense
11995,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2018,[],0,4510,0,0,23,2017-03-09,AA,21,33%,33%,34%,US,Aerospace and Defense
11996,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2019,[],0,4510,23,4,27,2019-06-13,AA,21,50%,50%,0%,US,Aerospace and Defense
11997,Precision Castparts Corp. (NYSE:PCP),4133452,Precision Castparts Corp. (NYSE:PCP),2020,[],0,4510,19,-1,27,2019-06-13,A,27,30%,40%,30%,US,Aerospace and Defense
11998,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2007,[],0,132642,0,0,0,,AA,27,0%,0%,0%,US,Insurance
11999,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2008,[],0,132642,0,0,0,,AA,27,0%,0%,0%,US,Insurance
12000,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2009,[],0,132642,0,0,0,,AA,22,0%,0%,0%,US,Insurance
12001,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2010,[],0,132642,0,0,0,,AA,22,0%,0%,0%,US,Insurance
12002,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2011,[],0,132642,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
12003,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2012,[],0,132642,0,0,0,,AA,20,0%,0%,0%,US,Insurance
12004,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2013,[],0,132642,0,0,0,,AA,21,0%,0%,0%,US,Insurance
12005,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2014,[],0,132642,18,-2,42,2014-05-29,BBB,21,0%,100%,0%,US,Insurance
12006,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2015,[],0,132642,2,-1,42,2014-05-29,BBB,19,0%,100%,0%,US,Insurance
12007,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2016,[],0,132642,0,0,18,2015-01-01,AAA,19,0%,0%,0%,US,Insurance
12008,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2017,[],0,132642,0,0,2,2016-01-01,AA,21,0%,0%,0%,US,Insurance
12009,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2018,[],0,132642,0,0,0,,AA,21,0%,0%,0%,US,Insurance
12010,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2019,[],0,132642,0,0,0,,AA,21,0%,0%,0%,US,Insurance
12011,"Preferred Medical Plan, Inc.",4056529,"Preferred Medical Plan, Inc.",2020,[],0,132642,0,0,0,,AA,25,0%,0%,0%,US,Insurance
12012,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2007,[],0,118147,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12013,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2008,[],0,118147,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12014,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2009,[],0,118147,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12015,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2010,[],0,118147,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12016,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2011,[],0,118147,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12017,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2012,[],0,118147,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12018,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2013,[],0,118147,37,5,40,2013-10-28,BBB,22,0%,0%,100%,US,Financial Services
12019,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2014,[],0,118147,10,-2,40,2013-10-28,BBB,22,0%,0%,100%,US,Financial Services
12020,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2015,[],0,118147,0,0,37,2013-12-31,A,21,0%,0%,0%,US,Financial Services
12021,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2016,[],0,118147,0,0,10,2015-01-01,AA,21,0%,0%,0%,US,Financial Services
12022,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2017,[],0,118147,0,0,0,2015-08-01,AA,22,0%,0%,0%,US,Financial Services
12023,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2018,[],0,118147,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
12024,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2019,[],0,118147,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
12025,"Premier Mortgage Services, Inc.",4106217,"Premier Mortgage Services, Inc.",2020,[],0,118147,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
12026,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2007,[],0,127846,0,0,0,,AA,25,0%,0%,0%,US,Health Care Equipment and Services
12027,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2008,[],0,127846,0,0,0,,AA,22,0%,0%,0%,US,Health Care Equipment and Services
12028,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2009,[],0,127846,0,0,0,,AA,22,0%,0%,0%,US,Health Care Equipment and Services
12029,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2010,[],0,127846,0,0,0,,AAA,19,0%,0%,0%,US,Health Care Equipment and Services
12030,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2011,[],0,127846,0,0,0,,AA,20,0%,0%,0%,US,Health Care Equipment and Services
12031,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2012,[],0,127846,0,0,0,,AA,20,0%,0%,0%,US,Health Care Equipment and Services
12032,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2013,[],0,127846,0,0,0,,AA,23,0%,0%,0%,US,Health Care Equipment and Services
12033,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2014,[],0,127846,0,0,0,,AA,26,0%,0%,0%,US,Health Care Equipment and Services
12034,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2015,[],0,127846,12,-1,36,2015-01-16,BBB,26,0%,0%,100%,US,Health Care Equipment and Services
12035,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2016,[],0,127846,0,0,36,2015-01-16,BBB,25,0%,0%,100%,US,Health Care Equipment and Services
12036,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2017,[],0,127846,0,0,12,2016-01-01,AA,24,0%,0%,0%,US,Health Care Equipment and Services
12037,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2018,[],0,127846,0,0,0,2016-07-31,AA,25,0%,0%,0%,US,Health Care Equipment and Services
12038,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2019,[],0,127846,25,0,26,2019-12-07,A,25,0%,0%,0%,US,Health Care Equipment and Services
12039,"Premier, Inc. (NASDAQGS:PINC)",4412410,"Premier, Inc. (NASDAQGS:PINC)",2020,[],0,127846,8,-1,26,2019-12-07,A,26,0%,0%,0%,US,Health Care Equipment and Services
12040,PRIMECAP Management Company,110962,PRIMECAP Management Company,2007,[],0,74547,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12041,PRIMECAP Management Company,110962,PRIMECAP Management Company,2008,[],0,74547,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12042,PRIMECAP Management Company,110962,PRIMECAP Management Company,2009,[],0,74547,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12043,PRIMECAP Management Company,110962,PRIMECAP Management Company,2010,[],0,74547,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12044,PRIMECAP Management Company,110962,PRIMECAP Management Company,2011,[],0,74547,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12045,PRIMECAP Management Company,110962,PRIMECAP Management Company,2012,[],0,74547,7,-1,20,2012-03-05,AA,20,0%,0%,0%,US,Financial Services
12046,PRIMECAP Management Company,110962,PRIMECAP Management Company,2013,[],0,74547,13,-1,20,2012-03-05,AA,22,0%,0%,0%,US,Financial Services
12047,PRIMECAP Management Company,110962,PRIMECAP Management Company,2014,[],0,74547,15,-2,17,2014-11-07,AA,22,0%,0%,0%,US,Financial Services
12048,PRIMECAP Management Company,110962,PRIMECAP Management Company,2015,[],0,74547,15,-2,18,2015-11-01,AA,21,0%,0%,0%,US,Financial Services
12049,PRIMECAP Management Company,110962,PRIMECAP Management Company,2016,[],0,74547,19,4,20,2016-12-08,AA,21,0%,0%,0%,US,Financial Services
12050,PRIMECAP Management Company,110962,PRIMECAP Management Company,2017,[],0,74547,2,-2,20,2016-12-08,AA,22,0%,0%,0%,US,Financial Services
12051,PRIMECAP Management Company,110962,PRIMECAP Management Company,2018,[],0,74547,19,14,19,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
12052,PRIMECAP Management Company,110962,PRIMECAP Management Company,2019,[],0,74547,2,-1,19,2018-12-03,AA,23,0%,0%,0%,US,Financial Services
12053,PRIMECAP Management Company,110962,PRIMECAP Management Company,2020,[],0,74547,20,20,20,2020-12-10,AA,26,0%,0%,0%,US,Financial Services
12054,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2007,[],0,472646,0,0,0,,AA,24,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12055,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2008,[],0,472646,0,0,0,,AA,24,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12056,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2009,[],0,472646,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12057,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2010,[],0,472646,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12058,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2011,[],0,472646,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12059,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2012,[],0,472646,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12060,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2013,[],0,472646,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12061,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2014,[],0,472646,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12062,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2015,[],0,472646,0,0,0,,AA,22,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12063,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2016,[],0,472646,0,0,0,,AA,22,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12064,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2017,[],0,472646,0,0,0,,AA,22,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12065,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2018,[],0,472646,21,-1,26,2018-09-16,AA,23,0%,0%,100%,US,Support Services (Industrial Goods and Services) | Financial Services
12066,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2019,[],0,472646,4,-1,26,2018-09-16,AA,23,0%,0%,100%,US,Support Services (Industrial Goods and Services) | Financial Services
12067,"Princeton Advisory Group, Inc.",4119364,"Princeton Advisory Group, Inc.",2020,[],0,472646,0,0,21,2019-01-01,AA,25,0%,0%,0%,US,Support Services (Industrial Goods and Services) | Financial Services
12068,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2007,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12069,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2008,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12070,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2009,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12071,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2010,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12072,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2011,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12073,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2012,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12074,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2013,[],0,236118,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12075,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2014,[],0,236118,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12076,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2015,[],0,236118,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
12077,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2016,[],0,236118,20,20,20,2016-12-08,AA,21,0%,0%,0%,US,Financial Services
12078,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2017,[],0,236118,3,-1,20,2016-12-08,AA,22,0%,0%,0%,US,Financial Services
12079,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2018,[],0,236118,0,0,20,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
12080,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2019,[],0,236118,0,0,3,2017-12-31,AA,23,0%,0%,0%,US,Financial Services
12081,Private Capital Management Inc.,4117096,Private Capital Management Inc.,2020,[],0,236118,0,0,0,2018-01-31,AA,26,0%,0%,0%,US,Financial Services
12082,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2007,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12083,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2008,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12084,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2009,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12085,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2010,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12086,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2011,[],0,236118,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12087,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2012,[],0,236118,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12088,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2013,[],0,236118,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12089,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2014,[],0,236118,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12090,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2015,[],0,236118,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
12091,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2016,[],0,236118,20,20,20,2016-12-08,AA,21,0%,0%,0%,US,Financial Services
12092,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2017,[],0,236118,3,-1,20,2016-12-08,AA,22,0%,0%,0%,US,Financial Services
12093,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2018,[],0,236118,0,0,20,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
12094,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2019,[],0,236118,0,0,3,2017-12-31,AA,23,0%,0%,0%,US,Financial Services
12095,"Private Capital Management, Inc.",4115989,"Private Capital Management, Inc.",2020,[],0,236118,0,0,0,2018-01-31,AA,26,0%,0%,0%,US,Financial Services
12096,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2007,[],0,6627,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12097,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2008,[],0,6627,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12098,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2009,[],0,6627,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12099,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2010,[],0,6627,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12100,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2011,[],0,6627,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12101,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2012,[],0,6627,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12102,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2013,[],0,6627,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12103,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2014,[],0,6627,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12104,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2015,[],0,6627,25,-7,32,2015-02-12,A,21,40%,40%,20%,US,Financial Services
12105,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2016,[],0,6627,12,-1,32,2015-02-12,A,21,33%,33%,34%,US,Financial Services
12106,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2017,[],0,6627,0,0,27,2016-02-17,AA,22,0%,0%,100%,US,Financial Services
12107,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2018,[],0,6627,0,0,12,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
12108,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2019,[],0,6627,0,0,0,2017-08-31,AA,23,0%,0%,0%,US,Financial Services
12109,"Prologis, Inc. (NYSE:PLD)",103146,"Prologis, Inc. (NYSE:PLD)",2020,[],0,6627,19,-1,26,2020-08-06,A,26,50%,50%,0%,US,Financial Services
12110,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2007,[],0,183028,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12111,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2008,[],0,183028,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12112,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2009,[],0,183028,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12113,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2010,[],0,183028,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12114,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2011,[],0,183028,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12115,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2012,[],0,183028,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12116,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2013,[],0,183028,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12117,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2014,[],0,183028,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12118,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2015,[],0,183028,33,33,36,2015-12-09,A,21,0%,0%,100%,US,Financial Services
12119,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2016,[],0,183028,10,-1,36,2015-12-09,A,21,0%,0%,100%,US,Financial Services
12120,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2017,[],0,183028,16,-1,33,2016-01-01,A,22,0%,100%,0%,US,Financial Services
12121,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2018,[],0,183028,0,-1,24,2017-06-27,AA,23,0%,100%,0%,US,Financial Services
12122,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2019,[],0,183028,15,-1,29,2019-04-19,A,23,0%,0%,100%,US,Financial Services
12123,"Prosper Marketplace, Inc.",4346628,"Prosper Marketplace, Inc.",2020,[],0,183028,0,0,29,2019-04-19,A,26,0%,0%,100%,US,Financial Services
12124,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2007,[],0,320164,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12125,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2008,[],0,320164,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12126,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2009,[],0,320164,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12127,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2010,[],0,320164,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12128,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2011,[],0,320164,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12129,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2012,[],0,320164,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12130,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2013,[],0,320164,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12131,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2014,[],0,320164,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12132,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2015,[],0,320164,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
12133,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2016,[],0,320164,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
12134,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2017,[],0,320164,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
12135,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2018,[],0,320164,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
12136,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2019,[],0,320164,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
12137,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2020,[],0,320164,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
12138,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2007,[],0,79865,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12139,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2008,[],0,79865,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12140,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2009,[],0,79865,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12141,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2010,[],0,79865,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12142,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2011,[],0,79865,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
12143,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2012,[],0,79865,30,7,37,2012-09-01,A,20,0%,0%,100%,US,Financial Services
12144,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2013,[],0,79865,20,-1,37,2012-09-01,A,22,0%,0%,100%,US,Financial Services
12145,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2014,[],0,79865,20,-2,30,2012-12-31,A,22,0%,0%,100%,US,Financial Services
12146,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2015,[],0,79865,19,-1,40,2015-06-22,BBB,22,0%,33%,67%,US,Financial Services
12147,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2016,[],0,79865,2,-2,40,2015-06-22,BBB,22,0%,33%,67%,US,Financial Services
12148,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2017,[],0,79865,0,0,19,2016-01-01,AA,22,0%,0%,0%,US,Financial Services
12149,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2018,[],0,79865,0,0,2,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
12150,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2019,[],0,79865,0,0,0,2017-01-31,AA,23,0%,0%,0%,US,Financial Services
12151,Providence Equity Partners Inc.,5860866,Providence Equity Partners Inc.,2020,[],0,79865,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
12152,Public Storage (NYSE:PSA),103016,Public Storage (NYSE:PSA),2007,[],0,6803,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12153,Public Storage (NYSE:PSA),103016,Public Storage (NYSE:PSA),2008,[],0,6803,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
12154,Public Storage (NYSE:PSA),103016,Public Storage (NYSE:PSA),2009,[],0,6803,17,-1,32,2009-05-24,A,19,0%,0%,100%,US,Financial Services
12155,Public Storage (NYSE:PSA),103016,Public Storage (NYSE:PSA),2010,[],0,6803,0,-2,32,2009-05-24,A,19,0%,0%,100%,US,Financial Services
