SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,reprisk_id,company_name_reprisk,sectors,no_reported_risk_exposure
"Trean Insurance Group, Inc. (NASDAQGS:TIG)",20332491,"Trean Insurance Group, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Altaris, LLC]

Prior Sponsor-Backed [Royce & Associates, LP]",2051612,Trean Insurance Group Inc,Insurance,True
Treasure Global Inc. (NASDAQCM:TGL),105979258,Treasure Global Inc.,Operating,Public Company,Pending or Current Sponsor-Backed [Yorkville Advisors Global LP],2528383,Treasure Global Inc,Software and Computer Services,True
"Tri Pointe Homes, Inc. (NYSE:TPH)",4347328,"Tri Pointe Homes, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.;Fidelity Management & Research Company LLC;Better Capital]",117935,TRI Pointe Homes Inc,Personal and Household Goods,True
Triad Business Bank (OTCPK:TBBC),14996997,Triad Business Bank,Operating,Public Company,Never Sponsor-Backed,2345723,Triad Business Bank,Banks,True
"Triad Financial Services, Inc.",4046726,"Triad Financial Services, Inc.",Acquired,Private Company,Prior Sponsor-Backed [Ford Financial Fund],367312,Triad Financial Services Inc,Financial Services,True
Triad Guaranty Inc. (OTCEM:TGIC),103564,Triad Guaranty Inc.,Operating,Public Company,Never Sponsor-Backed,14816,Triad Guaranty Inc,Financial Services,True
"Triad Mining, Inc.",4100676,"Triad Mining, Inc.",Out of Business,Private Company,Never Sponsor-Backed,73210,Triad Mining Inc,Mining,False
"TrialGraphix, Inc.",4171711,"TrialGraphix, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Baird Capital;Baird Venture Partners Management Company I, L.L.C.;Baird Capital Partners;Baird Venture Partners;Primus Capital Partners, Inc.;Frontenac Company LLC;Ascent Equity Capital, Inc.;Baird Capital Partners Europe Limited;Conversion Capital Partners Limited]",1266674,Trialgraphix INC,Financial Services,True
TriCo Bancshares (NASDAQGS:TCBK),100546,TriCo Bancshares,Operating,Public Company,Pending or Current Sponsor-Backed [Fidelity Management & Research Company LLC],36867,TriCo Bancshares,Financial Services,True
"Trident Capital, Inc.",4212397,"Trident Capital, Inc.",Operating,Private Company,Never Sponsor-Backed,627356,Trident Capital Inc,Financial Services,True
Trilogy International Partners Inc. (TSXV:TRL.H),4148043,Trilogy International Partners Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Providence Equity Partners L.L.C.;Tinicum Investors, L.P.;Alignvest Management Corporation;Anson Funds Management LP;Greyhawk Capital Management, L.L.C.;Alignvest Management Corporation;Globalive Capital Inc.;Trilogy Equity Partners]",591839,Trilogy International Partners Inc,Telecommunications,True
"TriNet Group, Inc. (NYSE:TNET)",4228223,"TriNet Group, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [UpVentures Capital LLC;Atairos Management, L.P.;ArrowMark Colorado Holdings, LLC;Wellington Management Company LLP;Telesoft Partners]

Prior Sponsor-Backed [Bessemer Venture Partners;General Atlantic Service Company, L.P.;Tiger Global Management, LLC;Cantillon Capital Management LLC]",133945,TriNet Group Inc,Support Services (Industrial Goods and Services),False
"Trinity Bank, N.A. (OTCPK:TYBT)",4086249,"Trinity Bank, N.A.",Operating,Public Company,Never Sponsor-Backed,91523,Trinity Bank NA,Banks,True
Trinity Capital Inc. (NASDAQGS:TRIN),19772293,Trinity Capital Inc.,Operating,Public Company,"Pending or Current Sponsor-Backed [MD Financial Management Inc.;Manulife Investments;Weiss Asset Management LP;Professionals' Financial - Mutual Funds Inc.;Luxor Capital Group, LP;Zweig-DiMenna Associates, Inc.]",2368958,Trinity Capital Inc,Financial Services,True
"Trinsic, Inc. (OTCPK:TNSI.Q)",4121474,"Trinsic, Inc.",Out of Business,Public Company,"Prior Sponsor-Backed [Ridgemont Partners Management, LLC;Gramercy Communications Partners;Sewanee Ventures, LLC;Richland Ventures]",59397,Trinsic Inc,Telecommunications,True
"TrinTel Communications, Inc.",4239258,"TrinTel Communications, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Austin Ventures;GE Equity]

Prior Sponsor-Backed [Eastward Capital Partners, LLC.;Capital Resource Partners]",2183613,Trintel Communications INC,Telecommunications,True
"Tripadvisor, Inc. (NASDAQGS:TRIP)",4295035,"Tripadvisor, Inc.",Operating Subsidiary,Public Company,"Pending or Current Sponsor-Backed [BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Portico Benefit Services;TCMI Inc.;T. Rowe Price Associates, Inc.;Fidelity Management & Research Company LLC;The Vanguard Group, Inc.]

Prior Sponsor-Backed [Flagship Pioneering, Inc]",73785,TripAdvisor Inc,Travel and Leisure,False
"Triple Crown Media, Inc. (OTCPK:TCMI.Q)",4121755,"Triple Crown Media, Inc.",Operating,Private Company,Never Sponsor-Backed,50750,Triple Crown Media Inc,Media,True
"Triple Point Technology, Inc.",4208179,"Triple Point Technology, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Welsh, Carson, Anderson & Stowe, L.P.;ABRY Partners, LLC;Bregal Sagemount;JMI Management, L.P.;LoneTree Capital, LLC]",169448,Triple Point Technology Inc,Software and Computer Services,True
Triplecrown Acquisition Corp. (NYSEAM:TCW),4166136,Triplecrown Acquisition Corp.,Acquired,Public Company,Prior Sponsor-Backed [Cullen Investments Limited],88883,Triplecrown Acquisition Corp,Financial Services,True
Tri-Star Advisors Inc.,4247411,Tri-Star Advisors Inc.,Operating,Private Company,Never Sponsor-Backed,120268,Tri-Star Advisors Inc,Financial Services,False
"TriStar Gold, Inc. (TSXV:TSG)",4354985,"TriStar Gold, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [U.S. Global Investors, Inc. (NASDAQCM:GROW) (NASDAQCM : GROW);Sun Valley Gold LLC;Elemental Capital Partners, LLP;Auramet Capital Partners]",80609,Tristar Gold Inc,Mining,True
TriState Capital Bank,4142183,TriState Capital Bank,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [BankCap Partners;Newlin Investment Company;Northwood Ventures, L.L.C.]",2460500,TriState Capital Bank,Banks,True
Triumph Oil & Gas Corp. (OTCEM:TROG),4304104,Triumph Oil & Gas Corp.,Operating,Public Company,Never Sponsor-Backed,89380,Triumph Oil & Gas Corp,Oil and Gas,True
Trive Capital Inc.,4742103,Trive Capital Inc.,Operating,Private Company,Never Sponsor-Backed,1010358,Trive Capital Inc,Financial Services,False
"Trooly, Inc.",5290328,"Trooly, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Bain Capital Ventures,LP;Milliways Ventures]",1162353,Trooly Inc,Support Services (Industrial Goods and Services) | Software and Computer Services,True
"Trover Solutions, Inc. (NASDAQGM:TROV)",4090247,"Trover Solutions, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Veronis Suhler Stevenson;New Mountain Capital, L.L.C.;ABRY Partners, LLC;Warburg Pincus LLC;FriedbergMilstein, LLC;Par Capital Management, Inc.;Tailwind Capital Group, LLC;Humana Venture Capital;Eir Partners Capital, LLC]",158175,Trover Solutions Inc,Insurance,True
Trovix Inc.,4212795,Trovix Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Stanford Management Company;Accelerator Ventures;Granite Ventures, LLC;3i Group plc (LSE:III) (LSE : III);USVP Management Company, LLC;Stanford Investment Group, Inc.]",1172468,Trovix INC,Software and Computer Services,True
"TROY Group, Inc. (OTCPK:TROZ)",4200127,"TROY Group, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Osmium Partners, LLC]",99336,Troy Group Inc,Support Services (Industrial Goods and Services) | Software and Computer Services,True
"TRT Holdings, Inc.",4211649,"TRT Holdings, Inc.",Operating,Private Company,Never Sponsor-Backed,172798,TRT Holdings Inc,General Industrials | Financial Services,False
"Truaxis, Inc.",4334931,"Truaxis, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [TVL Management Corporation;Bessemer Venture Partners],2464799,Truaxis Inc,Software and Computer Services,True
"True Link Financial, Inc.",4642268,"True Link Financial, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Kapor Capital;QED Investors, LLC;GMO Venture Partners, Inc.;Bodley Group, LLC;Deciens Capital;Ziegler Link-Age Management, LLC;Initialized Capital Management, LLC;General Catalyst Group Management, LLC;Khosla Ventures, LLC;Link-age Ventures, Inc.;Centana Growth Partners, LP;Allianz Life Ventures;Renn Global Management LLC;Y Combinator Management, LLC;Radicle Impact LLC;Castor Ventures;Plug and Play, LLC;Karlin Ventures, LLC;Alumni Ventures Group, LLC;Generator Ventures;Exor Ventures]

Prior Sponsor-Backed [Echo Health Ventures, LLC;Symmetrical Ventures LLC;Nelstone Ventures]",1264289,True Link Financial Inc,Financial Services,True
True/Slant Inc.,4259497,True/Slant Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Fuse Capital Management, Inc.]",1056138,Trueslant INC,Telecommunications,True
"TrueCar, Inc. (NASDAQGS:TRUE)",4297731,"TrueCar, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Cercano Management;Vulcan Capital Management, Inc.;Andell Investments V, LLC;Capricorn Investment Group LLC;McCombs Partners;Arcturus Capital;KISP Ventures;Archer Venture Capital, LLC;Essex Capital Corporation]

Prior Sponsor-Backed [Coffin Capital & Ventures, LLC;Valor Management LLC;Upfront Ventures Management, LLC;MTech Capital Management, LLC;Energy Capital Ventures, Inc.;Anthem Venture Partners;Daher Capital;SuRo Capital Corp. (NASDAQGS:SSSS) (NASDAQGS : SSSS);GSV Asset Management, LLC;Moonshots Capital Management Company, LLC]",116120,TrueCar Inc,Software and Computer Services,False
"TRUiST, Inc.",4434093,"TRUiST, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Alta Equity Partners;Bay Capital Investment Partners;SJF Ventures;Frontier Growth;Sopris Capital Associates, LLC;Advantage Capital Management Corporation;Enhanced Capital Partners, LLC]",1173633,Truist INC,Software and Computer Services,True
"Trulia, Inc. (NYSE:TRLA)",4333342,"Trulia, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Fayez Sarofim & Co., LLC;Harvest Growth Capital LLC;Accel Partners;Deep Fork Capital;NFX Capital Management, LLC;ACE & Company SA;Polaris Growth Management, L.L.C.;Great Oaks Venture Capital LLC;Caledonia (Private) Investments Pty Limited;Aspect Ventures;Craft Ventures, LLC;Hercules Capital, Inc. (NYSE:HTGC) (NYSE : HTGC);Sequoia Capital Operations LLC;Citadel Advisors LLC;Darwin Ventures, LLC]",117984,Trulia Inc,Financial Services,False
"Trupanion, Inc. (NASDAQGM:TRUP)",4202601,"Trupanion, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Porchlight Equity Management, LLC;Highland Capital Partners LLC]

Prior Sponsor-Backed [Maveron LLC;Greyhound Capital Management LLP]",162413,Trupanion Inc,Insurance,False
TrustCo Bank Corp NY (NASDAQGS:TRST),100465,TrustCo Bank Corp NY,Operating,Public Company,Never Sponsor-Backed,11958,Trustco Bank Corp NY,Banks,True
"TrustedID, Inc.",4397870,"TrustedID, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Opus Capital;Draper Richards, L.P.;Threshold Ventures Management Company, LLC;Westech Investment Advisors, LLC;University Venture Fund]",1165213,"Trustedid, Inc.",Software and Computer Services,True
"Trycera Financial, Inc. (OTCPK:TRYF)",4112844,"Trycera Financial, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Trymetris Capital Management, LLC]",53040,Trycera Financial Inc,Financial Services,True
"Trymedia Systems, Inc.",4200227,"Trymedia Systems, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [ForgePoint Capital Management, LLC;Intel Capital Corporation;Dot Edu Ventures;Sagus Capital Partners LLC]",1172878,Trymedia Systems Inc,Software and Computer Services,True
TS Imagine Inc.,4230828,TS Imagine Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [Francisco Partners Management, L.P.;Sixth Street Specialty Lending Advisers, LLC]

Prior Sponsor-Backed [IPGL Fund Investments Limited;Continental Investors, L.P.;360 Capital Partners SAS;TCMI Inc.;Net Partners]",2437448,TS Imagine Inc,Software and Computer Services,True
T-System Inc.,4291579,T-System Inc.,Acquired,Private Company,"Prior Sponsor-Backed [Francisco Partners Management, L.P.;Cannae Holdings, Inc. (NYSE:CNNE) (NYSE : CNNE)]",158196,T-System Inc,Health Care Equipment and Services,True
"TubeMogul, Inc. (NASDAQGM:TUBE)",4394334,"TubeMogul, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Discovery Group Holding Company, LLC;SingTel Ventures (Pte) Ltd.;Knight's Bridge Capital Partners Inc.;Ecosystem Ventures LLC;IA Capital Partners;Singtel Innov8 Pte. Ltd.;Singtel Innov8 Ventures Pte. Ltd.;Northgate Capital Group, L.L.C.;Cross Creek Advisors, LLC;Bee Partners, LLC;Foundation Capital, LLC;Alyeska Investment Group, L.P.;NSV Wolf Management, LLC;Open X Innovations;TVL Management Corporation;Bullpen Management, LLC]",162262,TubeMogul Inc,Software and Computer Services,False
Tucker Anthony Sutro (NYSE:TA),4003835,Tucker Anthony Sutro,Acquired,Private Company,"Prior Sponsor-Backed [SCP Partners;THL Managers VII, LLC;Thomas H. Lee Partners, L.P.]",1268009,Tucker Anthony Sutro,Financial Services,True
"Turbine Generator Maintenance, Inc.",4166867,"Turbine Generator Maintenance, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Harbert Credit Solutions]

Prior Sponsor-Backed [GFI Energy Ventures LLC;Azalea Management Company, LLC;Oaktree Capital Management, L.P.]",1436724,Turbine Generator Maintenance INC,Automobiles and Parts,True
"Turbine, Inc.",4257182,"Turbine, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Highland Capital Partners LLC;WarnerMedia Investments;Saints Capital Services, LLC;Imagination Capital, LLC;Polaris Growth Management, L.L.C.;Tudor Growth Equity;Granite Asia;Columbia Capital, L.P.;California Technology Ventures, LLC;StoneGate Partners, LLC]",2158928,Turbine INC,Retail,True
"Turbo Global Partners, Inc. (OTCEM:TRBO)",4154556,"Turbo Global Partners, Inc.",Operating,Public Company,Never Sponsor-Backed,1497152,Turbo Global Partners Inc,Media,False
"Turbotville National Bancorp, Inc.",1020655,"Turbotville National Bancorp, Inc.",Operating,Private Company,Never Sponsor-Backed,368125,Turbotville National Bancorp Inc,Financial Services,True
tw telecom inc. (NASDAQGM:TWTC),4121415,tw telecom inc.,Acquired,Private Company,Prior Sponsor-Backed [Renaissance Technologies LLC;Corvex Management LP],8081,TW Telecom Inc,Telecommunications,True
"Tween Brands, Inc. (NYSE:TWB)",4102472,"Tween Brands, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Bluestar Alliance, LLC]",14076,Tween Brands Inc,Retail,True
"Twistbox Entertainment, Inc.",4151812,"Twistbox Entertainment, Inc.",Operating,Private Company,Never Sponsor-Backed,2265493,Twistbox Entertainment Inc,Personal and Household Goods | Software and Computer Services,True
Two Harbors Investment Corp. (NYSE:TWO),4244702,Two Harbors Investment Corp.,Operating,Public Company,Pending or Current Sponsor-Backed [Fidelity Management & Research Company LLC;Venturehouse Group LLC],40641,Two Harbors Investment Corp,Financial Services,True
"TxVia, Inc.",4326970,"TxVia, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Oak HC/FT Management Company, LLC;Primary Venture Management, LLC;FuturePerfect Ventures;Armilar Venture Partners;New York City Investment Fund Manager, Inc.;Oak Investment Partners;Village Ventures, Inc.;LaunchCapital LLC;Bain Capital Ventures,LP]",2248463,TxVia Inc,Software and Computer Services | Financial Services,True
U.S. Bancorp (NYSE:USB),4047176,U.S. Bancorp,Operating,Public Company,Pending or Current Sponsor-Backed [Fidelity Management & Research Company LLC;ETF Opportunities Trust],2093,US Bancorp,Banks | Financial Services,False
"U.S. Fiduciary Services, Inc.",4241890,"U.S. Fiduciary Services, Inc.",Operating,Private Company,Never Sponsor-Backed,118014,US Fiduciary Services Inc,Financial Services,False
U.S. Geothermal Inc. (NYSEAM:HTM),4095318,U.S. Geothermal Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Front Street Investment Management Inc.;AEGON Capital Management, Inc.;Goldman Sachs Private Capital Investing;IG Investment Management, Ltd.;Cumberland Investment Counsel Inc.;Downsview Capital, Inc.;Creststreet Asset Management Ltd.;Silver Point Capital, L.P.;Cowen Investment Management LLC;Resource Capital Investment Corporation;Iroquois Capital Management, LLC;AGF Investments Inc.;Empery Asset Management, LP;Hartz Capital;Wexford Capital LP;Zimmer Lucas Capital, LLC;RBC Asset Management, Inc.;JCP Investment Partners Ltd.;Front Street Capital;JCP Investment Management, LLC;S.A.C. Capital Management, LLC;Professionally Managed Portfolios;Black River Asset Management LLC;Fondren Management, LP;Stephens Investment Management, LLC;Hudson Bay Capital Management LP;Acuity Investment Management Inc.;Glacier Asset Management, L.L.C.]",16610,US Geothermal Inc,Utilities,True
"U.S. Global Investors, Inc. (NASDAQCM:GROW)",102734,"U.S. Global Investors, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [Kanen Wealth Management LLC],36479,US Global Investors Inc,Financial Services,False
U.S. Home Systems Inc. (NASDAQGM:USHS),4072669,U.S. Home Systems Inc.,Acquired,Private Company,Prior Sponsor-Backed [Renaissance Technologies LLC;Sonostar Ventures LLC],56194,US Home Systems Inc,Construction and Materials,True
"U.S. National Telecom, Inc. (OTCEM:USNL)",4170466,"U.S. National Telecom, Inc.",Operating,Public Company,Never Sponsor-Backed,86041,US National Telecom Inc,Telecommunications,True
"U.S. Precious Metals, Inc. (OTCPK:USPR)",4355149,"U.S. Precious Metals, Inc.",Operating,Private Company,Never Sponsor-Backed,49622,US Precious Metals Inc,Mining,True
"U.S. Rare Earths, Inc. (OTCPK:UREE)",4355150,"U.S. Rare Earths, Inc.",Operating,Private Company,Prior Sponsor-Backed [PostScriptum Ventures Limited],1849937,US Rare Earths Inc,Mining,True
"U.S. Retirement Partners, Inc.",4249548,"U.S. Retirement Partners, Inc.",Operating Subsidiary,Private Company,Pending or Current Sponsor-Backed [Corporate Partners LLC],427046,US Retirement Partners Inc,Financial Services,True
"U.S. Risk Insurance Group, LLC",4057450,"U.S. Risk Insurance Group, LLC",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Kohlberg & Company, L.L.C.]",675128,US Risk Insurance Group LLC,Financial Services,True
U.S.A Bank (OTCPK:USBK),4099924,U.S.A Bank,Operating,Private Company,Never Sponsor-Backed,54504,USA Bank,Banks,True
"UAGH, Inc. (OTCPK:UAGI)",4149612,"UAGH, Inc.",Operating,Private Company,"Prior Sponsor-Backed [J. & W. Seligman & Co. Incorporated;Fuse Capital Management, Inc.;Whitman Capital, LLC;Tredegar Investments Inc.;Koch Ventures, Inc.;Sycamore Management Corporation;W Capital Management, LLC;Staenberg Venture Partners;Amerindo Investment Advisors, Inc. Private Equity Group;Koch Genesis Company, LLC;2M Companies, Inc.]",95057,UAGH Inc,Financial Services,True
UbiquiTel Inc. (NASDAQGM:UPCS),4121408,UbiquiTel Inc.,Operating,Private Company,"Prior Sponsor-Backed [Lancaster Investment Partners;Ballyshannon Partners, Inc.;Deephaven Capital Management LLC;Apriori Capital Partners L.P.;Porter Capital Management Co.;Credit Suisse Private Equity, LLC;Brookwood Financial Partners, LLC;Fifth Street Capital LLC]",573434,UbiquiTel Inc,Telecommunications,True
"UBmatrix, Inc.",4261223,"UBmatrix, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Threshold Ventures Management Company, LLC;Clydesdale Ventures, LLC]",1167693,Ubmatrix Inc,Software and Computer Services,True
"UCBH Holdings, Inc. (OTCPK:UCBH.Q)",4023833,"UCBH Holdings, Inc.",Out of Business,Public Company,"Prior Sponsor-Backed [Blum Capital Partners, L.P.]",14819,UCBH Holdings Inc,Banks,False
"UGO Entertainment, Inc.",4231165,"UGO Entertainment, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [J. & W. Seligman & Co. Incorporated;Global Asset Capital, LLC;ZelnickMedia Corporation;CMS Small-Cap Private Equity Fund;Upfront Ventures Management, LLC;Dragon Global Management LLC;Hudson Venture Partners, L.P.;Cyberworks Ventures;LiveWire Labs;Acartha Group LLC;Tribeca Venture Partners, LLC;Halo Venture Partners;J.P. Morgan Partners, LLC;Chase Capital Entertainment Partners L.L.C.;VPSA;Gryphon Investments, L.L.C.;Alpha Partners Management, LLC]",1057718,UGO Entertainment INC,Telecommunications,True
"UHY Advisors, Inc. (NYSE:CAI)",4102254,"UHY Advisors, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Business Ventures Corp.]

Prior Sponsor-Backed [Rocky Mountain Capital Partners LLP;Century Equity Partners LLC;Caltius Capital Management, LP;Century Capital Management, LLC]",1269569,UHY Advisors INC,Financial Services,True
"Ultimus Asset Services, LLC",4147103,"Ultimus Asset Services, LLC",Operating,Private Company,Never Sponsor-Backed,1269369,Ultimus Asset Services LLC,Financial Services,True
"Umbria, Inc.",4202861,"Umbria, Inc.",Acquired,Private Company,Prior Sponsor-Backed [VSP Capital;ArrowPath Venture Partners;Canopy Capital Partners;Sequel Venture Partners;Vista Ventures],1403899,"Umbria, Inc.",Software and Computer Services,True
"UMC, Inc. (OTCPK:UMCN)",111628,"UMC, Inc.",Operating,Public Company,Never Sponsor-Backed,59294,UMC Inc,Insurance,True
"UMH Properties, Inc. (NYSE:UMH)",103232,"UMH Properties, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [Fidelity Management & Research Company LLC],42053,UMH Properties Inc,Financial Services,True
Union County Utilities Authority,4063578,Union County Utilities Authority,Operating,Private Company,Never Sponsor-Backed,566175,Union County Utilities Authority,Support Services (Industrial Goods and Services) | Utilities,True
Union Pacific Resources Co,4063587,Union Pacific Resources Co,Operating,Private Company,Never Sponsor-Backed,2429399,Union Pacific Resources Co,Oil and Gas,True
"Union Texas Petroleum Holdings, Inc. (NYSE:UTH)",4011145,"Union Texas Petroleum Holdings, Inc.",Acquired,Private Company,Prior Sponsor-Backed [KKR & Co. Inc. (NYSE:KKR) (NYSE : KKR);Allied Capital Corporation (NYSE:ALD) (NYSE : ALD)],1224498,Union Texas Petroleum Holdings Inc,Financial Services,True
"UniqueScreen Media, Inc.",4151159,"UniqueScreen Media, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Granite Equity Partners LLC],1206488,Uniquescreen Media INC,Personal and Household Goods,True
"United Bankers' Bancorporation, Inc",1024572,"United Bankers' Bancorporation, Inc",Operating,Private Company,Never Sponsor-Backed,187668,United Bankers' Bancorporation Inc,Banks,False
"United Bullion Exchange, Inc. (OTCEM:UBEX)",4250511,"United Bullion Exchange, Inc.",Operating,Public Company,Never Sponsor-Backed,85067,United Bullion Exchange Inc,Mining,True
United Business Bank,4095313,United Business Bank,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Patriot Financial Manager, L.P.]",91600,United Business Bank,Banks,True
United Community Bancorp (NASDAQGM:UCBA),4111298,United Community Bancorp,Acquired,Public Company,"Prior Sponsor-Backed [Maltese Capital Management, LLC;Veteri Place Corporation;Stilwell Value LLC;United Community Bank, 401K Profit Sharing Plan]",42600,United Community Bancorp,Banks,True
"United Community Banks, Inc. (NYSE:UCB)",1022041,"United Community Banks, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Perry Corp;King Street Capital Management, L.P.;CapGen Capital Advisers, LLC;John Hancock Investment Management Distributors, LLC;Waterstone Capital Management, L.P.;Samlyn Capital, LLC;JGD Management Corp.]

Prior Sponsor-Backed [Fletcher Asset Management, Inc.;Elm Ridge Capital Management, LLC;Siguler Guff & Company, LP;C&B Capital, L.P.;Lunsford Capital, LLC;Sound Point Luna LLC;Corsair Capital LLC;Regiment Capital Advisors, LLC;Noro-Moseley Partners]",12920,United Community Banks Inc,Banks,True
United Community Financial Corp. (NASDAQGM:UCFC),4002033,United Community Financial Corp.,Acquired,Public Company,"Prior Sponsor-Backed [FJ Capital Management, LLC]",41439,United Community Financial Corp,Banks,True
United Consortium Ltd. (OTCEM:UCSO),4112202,United Consortium Ltd.,Operating,Public Company,Never Sponsor-Backed,96045,United Consortium Ltd,Financial Services,True
"United Dental Care, Inc. (NASDAQGM:UDCI)",103626,"United Dental Care, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Richland Ventures;Summit Partners, L.P.;South Atlantic Venture Funds;Lovett Miller & Co.;Ballast Point Ventures L.P.]",1349489,United Dental Care INC,Health Care Equipment and Services,True
"United Fire Group, Inc. (NASDAQGS:UFCS)",103396,"United Fire Group, Inc.",Operating,Public Company,Never Sponsor-Backed,10793,United Fire Group Inc,Insurance,False
"United Home Loans, Inc.",4107528,"United Home Loans, Inc.",Operating,Private Company,Never Sponsor-Backed,2654822,United Home Loans Inc,Financial Services,True
"United Online, Inc. (NASDAQGS:UNTD)",4121410,"United Online, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Threshold Ventures Management Company, LLC;Idealab;Clearstone Venture Partners;Bryant Stibel;Cannell Capital LLC;Foundation Capital, LLC;World Funds Trust;B. Riley Asset Management, LLC]",11234,United Online Inc,Retail,False
United PanAm Financial Corp. (OTCPK:UPFC),4001523,United PanAm Financial Corp.,Operating,Private Company,"Prior Sponsor-Backed [Wasatch Advisors LP;Pine Brook Road Partners, LLC;ACON Investments, L.L.C.]",42598,United PanAm Financial Corp,Financial Services,True
"United Retail Group, Inc. (NASDAQGM:URGI)",4171050,"United Retail Group, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Centre Partners Management LLC;Generation Partners;Integrity Brands, Inc.;J.P. Morgan Partners, LLC;Firebrand Partners LLC, Prior to Change in Line of Business]",200527,United Retail Group Inc,Retail,False
United Security Bancshares (NASDAQGS:UBFO),4065162,United Security Bancshares,Operating,Public Company,Pending or Current Sponsor-Backed [Strategic Value Bank Partners LLC],39412,United Security Bancshares,Banks,True
"United Tennessee Bankshares, Inc. (OTCQB:UNTN)",113573,"United Tennessee Bankshares, Inc.",Operating,Public Company,Never Sponsor-Backed,56421,United Tennessee Bankshares Inc,Banks,True
"United Western Bancorp, Inc. (OTCPK:UWBK.Q)",107155,"United Western Bancorp, Inc.",Liquidating,Private Company,"Pending or Current Sponsor-Backed [Lovell Minnick Partners LLC;Oak Hill Capital Management, LLC]

Prior Sponsor-Backed [FrontPoint Partners, L.P.;Sunova, LLC;Philadelphia Financial Management of San Francisco, LLC;Alpine Woods Investments LLC;Diaco Investments, L.P.;Magnetar Capital Partners, LP;Shaar Advisory Services, N.V.;Arlington Asset Investment Corp. (NYSE:AAIC) (NYSE : AAIC);Flagg Street Capital, LLC;Eton Park Capital Management, L.P.;SpringOwl Asset Management LLC;MMP International;Associated Asset Management;United Capital Management, Inc.;KBW Asset Management Inc;Bow River Asset Management LLC]",42125,United Western Bancorp Inc,Banks,True
"Unity Bancorp, Inc. (NASDAQGM:UNTY)",101233,"Unity Bancorp, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [1st & Main Growth Partners;Endicott Management Company],43251,Unity Bancorp Inc,Banks,True
Universal American Corp. (NYSE:UAM),103310,Universal American Corp.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Wand Partners Inc.;J.P. Morgan Partners, LLC;Foresite Capital Management, LLC;Lee Equity Partners, LLC;WCAS Management Corporation;J.P. Morgan Partners (BHCA) , L.P.;Union Square Universal GP, LLC;Goldman Sachs Asset Management, L.P.;Welsh, Carson, Anderson & Stowe, L.P.;Perry Corp;Capital Z Partners Management, LLC;Deerfield Management Company, L.P. Series C;Camber Capital Management LP;Bregal Investments Inc.;AAM Capital Partners, L.P.]",12440,Universal American Corp,Health Care Equipment and Services,True
